X,Y,DESC_,NAME,Aus_u_ga@2,Aus_Ka_ga@,Aus_Amag_g,Aus_Th_ga@,Aus_BA267_
119.269624902515,-32.4484257644937,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.81106,2.00628,157.59691,21.91656,-562.10535
119.270618570284,-32.4483134063006,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.86373,1.93732,148.14122,21.34971,-562.10535
119.271612238054,-32.4482010481076,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.77037,1.80851,141.04716,20.62773,-562.10535
119.272605905824,-32.4480886899146,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.62155,1.61692,142.36845,19.29755,-562.10535
119.273599573593,-32.4479763317215,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.54736,1.34349,126.91000,17.12457,-562.10535
119.274593241363,-32.4478639735285,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.61449,0.99557,107.20354,14.49064,-562.79755
119.275586909133,-32.4477516153355,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.79061,0.63696,89.95674,12.12205,-562.79755
119.276580576902,-32.4476392571424,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.99528,0.35658,80.72885,10.53057,-562.79755
119.277574244672,-32.4475268989494,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.14644,0.20573,80.16347,9.70088,-562.79755
119.278567912442,-32.4474145407564,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.09401,0.16144,83.79679,9.60878,-562.79755
119.279561580211,-32.4473021825633,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.98037,0.17400,103.42043,8.96982,-562.79755
119.280555247981,-32.4471898243703,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.80002,0.19998,102.10876,8.52493,-562.79755
119.28154891575,-32.4470774661773,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.60592,0.23261,95.31406,8.28928,-562.79755
119.28254258352,-32.4469651079842,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.44404,0.27330,68.44239,8.18763,-562.79755
119.28353625129,-32.4468527497912,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.35127,0.32018,52.10872,8.19525,-565.22949
119.284529919059,-32.4467403915981,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.34894,0.36594,35.67133,8.38023,-565.22949
119.285523586829,-32.4466280334051,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.44701,0.39637,20.53628,8.73559,-565.22949
119.286517254599,-32.4465156752121,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.62057,0.40296,8.27983,9.15567,-565.22949
119.287510922368,-32.446403317019,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.81293,0.29799,-1.56233,8.73010,-565.22949
119.288504590138,-32.446290958826,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.92947,0.27228,-5.07684,8.92972,-565.22949
119.289498257908,-32.446178600633,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.92947,0.27228,-0.89920,8.92972,-565.22949
119.290491925677,-32.4460662424399,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.92701,0.24825,5.46860,8.89428,-565.22949
119.291485593447,-32.4459538842469,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.82893,0.23296,10.44180,8.70201,-564.93164
119.292479261217,-32.4458415260539,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.69621,0.23687,10.64436,8.58894,-564.93164
119.293472928986,-32.4457291678608,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.58151,0.25407,-4.61322,8.55186,-564.93164
119.294466596756,-32.4456168096678,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.48536,0.26419,-14.73658,8.28214,-564.93164
119.295460264526,-32.4455044514748,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.36014,0.25833,-21.26958,7.55622,-564.93164
119.296453932295,-32.4453920932817,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.30405,0.19274,-24.23165,6.63496,-564.93164
119.297447600065,-32.4452797350887,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.14615,0.19210,-23.82776,5.77551,-564.93164
119.298441267835,-32.4451673768956,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.08683,0.20794,-15.07542,5.16579,-564.93164
119.299434935604,-32.4450550187026,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.13554,0.22674,-10.33453,5.00317,-567.64984
119.300428603374,-32.4449426605096,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.19271,0.23749,-8.71082,5.28808,-567.64984
119.301422271144,-32.4448303023165,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.17090,0.23804,-10.97528,5.84119,-567.64984
119.302415938913,-32.4447179441235,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.10452,0.23259,-8.71686,6.47590,-567.64984
119.303409606683,-32.4446055859305,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.07770,0.22478,-17.93920,7.11273,-567.64984
119.304403274453,-32.4444932277374,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.09336,0.26381,-17.63160,8.53729,-562.82794
119.305396942222,-32.4443808695444,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.12257,0.21890,-14.76188,8.36592,-562.82794
119.306390609992,-32.4442685113514,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.17445,0.17973,-11.43777,8.02338,-562.82794
119.307384277762,-32.4441561531583,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.19471,0.15798,-9.74439,7.66763,-562.82794
119.308377945531,-32.4440437949653,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.12662,0.15770,-16.67089,7.49217,-563.08826
119.309371613301,-32.4439314367723,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,-0.03461,0.17733,-22.51530,7.63786,-563.08826
119.310365281071,-32.4438190785792,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,-0.19409,0.20520,-32.89389,8.09591,-563.08826
119.31135894884,-32.4437067203862,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,-0.23068,0.22717,-39.59388,8.68971,-563.08826
119.31235261661,-32.4435943621931,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,-0.10463,0.23968,-37.97129,9.23547,-563.08826
119.31334628438,-32.4434820040001,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.06103,0.22530,-27.05752,9.21243,-563.08826
119.314339952149,-32.4433696458071,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.24747,0.25379,10.56229,9.65618,-563.08826
119.315333619919,-32.443257287614,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.38756,0.27850,29.35057,10.38814,-563.08826
119.316327287689,-32.443144929421,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.52191,0.27359,39.93245,11.63459,-560.98187
119.317320955458,-32.443032571228,093 Yilgarn Craton (Super)-province (Block),Cenozoic alluvium 76543,0.68519,0.23646,47.97468,13.28479,-560.98187
119.318314623228,-32.4429202130349,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.84191,0.19005,53.38543,14.66734,-560.98187
119.319308290997,-32.4428078548419,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.92452,0.15970,59.77938,15.01805,-560.98187
119.320301958767,-32.4426954966489,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.90622,0.15099,62.39676,14.06366,-560.98187
119.321295626537,-32.4425831384558,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.82399,0.15023,65.44270,12.20097,-560.98187
119.322289294306,-32.4424707802628,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.74747,0.16695,68.94214,12.11638,-560.98187
119.323282962076,-32.4423584220698,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.75176,0.14445,73.19875,11.65903,-560.98187
119.324276629846,-32.4422460638767,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.83424,0.13660,93.22328,12.73537,-560.98187
119.325270297615,-32.4421337056837,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.88662,0.15918,104.21960,14.70052,-558.62372
119.326263965385,-32.4420213474907,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.86106,0.19132,111.64285,16.63184,-558.62372
119.327257633155,-32.4419089892976,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.81534,0.19444,110.22382,17.88240,-558.62372
119.328251300924,-32.4417966311046,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.83324,0.15692,98.29840,18.17847,-558.62372
119.329244968694,-32.4416842729115,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.93035,0.10639,63.16122,17.42084,-558.62372
119.330238636464,-32.4415719147185,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.03061,0.07859,49.14062,15.96229,-558.62372
119.331232304233,-32.4414595565255,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.32270,0.10007,47.61508,21.80218,-558.62372
119.332225972003,-32.4413471983324,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.32520,0.12043,29.53066,22.01152,-558.62372
119.333219639773,-32.4412348401394,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.32645,0.13036,8.00700,24.07328,-556.75317
119.334213307542,-32.4411224819464,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.32034,0.12239,-4.64930,26.23852,-556.75317
119.335206975312,-32.4410101237533,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.26389,0.09726,10.79663,26.32408,-556.75317
119.336200643082,-32.4408977655603,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.21510,0.05985,32.06977,24.91404,-556.75317
119.337194310851,-32.4407854073673,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.31695,0.01996,51.37352,25.15268,-556.75317
119.338187978621,-32.4406730491742,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.59548,-0.01190,65.55308,28.76407,-556.75317
119.339181646391,-32.4405606909812,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.85772,-0.03509,81.76633,33.41429,-556.75317
119.34017531416,-32.4404483327882,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.47229,-0.09188,86.38791,30.26748,-556.75317
119.34116898193,-32.4403359745951,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.33248,-0.12935,82.27065,28.97719,-554.47736
119.3421626497,-32.4402236164021,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.11429,-0.15855,79.96854,25.94421,-554.47736
119.343156317469,-32.440111258209,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.91368,-0.13691,85.57777,22.88287,-554.47736
119.344149985239,-32.439998900016,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.74194,0.01464,97.42005,20.21000,-554.47736
119.345143653009,-32.439886541823,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.58223,0.38523,109.18111,17.99717,-554.47736
119.346137320778,-32.4397741836299,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.45107,0.98667,112.61311,16.60637,-554.47736
